Date,Details,Debit,Credit,Balance (GBP)
28-11-14,Funds Deposited,,74000.00,74000.00
01-04-19,Interest Policy Begins,,,74000.00
01-04-20,Interest (16.6% APR),,12317.65,86317.65
01-04-21,Interest (16.6% APR),,14328.73,100646.39
08-04-21,Interest to Date ....,,320.41,100966.80
