**Archive Date**, **Version**,  **Description**, **Download Link**
2021-05-23, 0.0.9, see notes, `2021-05-10_v0.0.9.pdf <https://datro.world/wayback/2021-05-10_consortium_finances-funding_investors_v0.1.9.pdf>`__
2021-05-14, 0.0.8, see notes, `2021-05-10_v0.0.8.pdf <https://datro.world/wayback/2021-05-10_consortium_finances-funding_investors_v0.1.8.pdf>`__
2021-05-09, 0.0.7, see notes, `2021-05-06_v0.0.7.pdf <https://datro.world/wayback/2021-05-06_consortium_finances-funding_investors_v0.1.7.pdf>`__
2021-04-07, 0.0.6, see notes, `2020-06-12_v0.0.6.pdf <https://datro.world/wayback/2020-06-12_datro_consortium-investors_detailed_v0.1.6.pdf>`__
