Date,Details,Debit,Credit,Balance (GBP)
,Funds Deposited,,67000.00,67000.00
01-04-19,Interest Policy Begins,,,67000.00
01-04-20,Interest (16.6% APR),,11152.47,78152.47
01-04-21,Interest (16.6% APR),,12973.31,91125.78
08-04-21,Interest to Date ....,,290.10,91415.89
