**Annex ID**,**Description**, **PDF**, **SVG**, **PNG**
:ref:`INV-0072`, Mandate 1of2, `link(34.3kb) <https://wayback.datro.xyz/2022-01-27_consortium_finance-funding_salesevl_inv-0072_en_v0-0-0.pdf>`__  , `link(50.2kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-01-27_inv-0072_en_v0-0-0.svg>`__  , `link(94.1kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-01-27_inv-0072_en_v0-0-0.png>`__
:ref:`INV-02022`, Mandate 2of2, `link(34.3kb) <https://wayback.datro.xyz/2022-02-28_consortium_finance-funding_salesevl_inv-02022_en_v0-0-0.pdf>`__  , `link(50.2kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-02-28_inv-02022_en_v0-0-0.svg>`__  , `link(94.1kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-02-28_inv-02022_en_v0-0-0.png>`__  
