   **Annex ID**, **Description**, **PDF**, **SVG**, **PNG**
:ref:`CRE-0034`,Hardware Rebate (Pi’s), `link(29.2kb) <https://wayback.datro.xyz/2021-10-04_consortium_finance-funding_sales8cc_en_rct-0034_v0-0-0.pdf>`__ , `link(42.0kb) <https://library.datro.xyz/consortium_finance/funding_sales8cc/latest/build/html/en/_static/custom/svg/2021-10-04_rct-0034_en_v0-0-0.svg>`__  , `link(66.4kb) <https://library.datro.xyz/consortium_finance/funding_sales8cc/latest/build/html/en/_static/custom/png/2021-10-04_rct-0034_en_v0-0-0.png>`__
:ref:`CRE-0044`,      OpenBios Upgrade, `link(29.6kb) <https://wayback.datro.xyz/2021-11-08_consortium_finance-funding_sales8cc_en_rct-0044_v0-0-0.pdf>`__ , `link(42.3kb) <https://library.datro.xyz/consortium_finance/funding_sales8cc/latest/build/html/en/_static/custom/svg/2021-11-08_rct-0044_en_v0-0-0.svg>`__  , `link(71.0kb) <https://library.datro.xyz/consortium_finance/funding_sales8cc/latest/build/html/en/_static/custom/png/2021-11-08_rct-0044_en_v0-0-0.png>`__
