Date,Details,Debit,Credit,Balance (GBP)
15-03-16,WIT Coin Purchase,,500.00,500.00
15-07-16,WIT Coin Purchase,,500.00,1000.00
28-12-16,WIT Coin Interest (10% APR),,62.19,1062.19
09-01-17,WIT Coin Purchase,,1000.00,2062.19
28-12-17,WIT Coin Interest (10% APR),,202.93,2265.12
28-12-18,WIT Coin Interest (10% APR),,226.51,2491.64
23-02-19,WIT Coin Purchase,,1000.00,3491.64
25-08-19,Interest to Date ....,,175.06,3666.70
