Date,Details,Debit,Credit,Balance (GBP)
21-11-12,Funds Deposited,,300.00,300.00
01-04-19,Interest Policy Begins,,,300.00
01-04-20,Interest (16.6% APR),,49.94,349.94
01-04-21,Interest (16.6% APR),,58.09,408.03
09-05-21,Interest to Date ....,,7.05,415.08
