**Archive Date**, **Version**,  **Description**, **Download Link**
2021-08-24, 0.0.0, see releasenotes, `2021-08-24_v0.0.0.pdf <https://datro.world/wayback/2021-08-24_dao_society-bloculus_businesscase_v0.0.0.pdf>`__
