**Annex ID**, **Description**, **PDF**, **SVG**, **PNG**
:ref:`QUO-0071`, EL Web3.0 Mandate, `link(34.3kb) <https://wayback.datro.xyz/2022-01-27_consortium_finance-funding_salesevl_quo-0071_en_v0-0-0.pdf>`__  , `link(54.6kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-01-27_quo-0071_en_v0-0-0.svg>`__  , `link(96.3kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-01-27_quo-0071_en_v0-0-0.png>`__  
:ref:`INV-0072`, EL Web3.0 Mandate, `link(34.3kb) <https://wayback.datro.xyz/2022-01-27_consortium_finance-funding_salesevl_inv-0072_en_v0-0-0.pdf>`__  , `link(50.2kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-01-27_inv-0072_en_v0-0-0.svg>`__  , `link(94.1kb) <https://library.datro.xyz/consortium_finance/funding_salesevl/latest/build/html/en/_static/custom/img/2022-01-27_inv-0072_en_v0-0-0.png>`__ 
