**Date**, **Reference**,  **Description**, **Document (PDF)**, **Image (SVG)**
2021-01-14, Annex-A, General Plan 1, `download(19kb) <https://gui.8cc.online/static/library/datro-consortium/consortium-campus/latest/build/html/_static/annex-a.pdf>`__  , `download(36kb) <https://gui.8cc.online/static/library/datro-consortium/consortium-campus/latest/build/html/_static/annex-a.svg>`__
