**Archive Date**, **Version**,  **Description**, **Download Link**
2021-04-13, 0.0.0, see notes, `2021-04-13_v0.0.0.pdf <https://datro.world/wayback/2021-04-13_datro-consortium-campus_v0.0.0.pdf>`__
