Date,Details,Debit,Credit,Balance (GBP)
29-03-18,Funds Deposited,,1412.50,1412.50
05-12-18,Funds Deposited,,1856.25,3268.75
01-04-19,Interest Policy Begins,,,3268.75
01-04-20,Interest (1.66% APR),,54.41,3323.16
01-04-21,Interest (1.66% APR),,55.16,3378.32
25-05-21,Interest to Date ....,,8.30,3386.62
