**Archive Date**, **Version**,  **Description**, **Download Link**
2022-01-08, 0.0.0, See Notes, `2021-12-31_sales8cc_v0.0.0.pdf <https://wayback.datro.xyz/2021-12-31_consortium_finance-funding_sales8cc_en_v0.0.0.pdf>`__
