Date,Details,Debit,Credit,Balance (GBP)
22-10-18,WIT Coin Purchase,,3.00,3.00
22-10-18,WIT Coin Purchase,,650.00,653.00
19-11-18,WIT Coin Purchase,,450.00,1103.00
28-12-18,WIT Coin Interest (10% APR),,16.79,1119.79
28-12-19,WIT Coin Interest (10% APR),,111.98,1231.77
07-05-21,Interest to Date ....,,167.39,1399.15
