Date,Details,Debit,Credit,Balance (GBP)
02-01-13,Funds Deposited,,10000.00,10000.00
19-12-13,Funds Deposited,,5000.00,15000.00
01-04-19,Interest Policy Begins,,,15000.00
01-04-20,Interest (16.6% APR),,2496.82,17496.82
01-04-21,Interest (16.6% APR),,2904.47,20401.29
09-05-21,Interest to Date ....,,352.58,20753.87
