**Date**, **Annex ID**, **PDF**, **SVG**, **PNG**
2021-10-18,:ref:`INV-0042`,`link(83kb) <https://world.datro.xyz/wayback/2021-10-18_consortium_finance-funding_sales8cc_en_inv-0042.pdf>`__ , `link(83kb) <https://datro.xyz/static/library/consortium_finance/funding_sales8cc/latest/source/_static/custom/svg/2021-10-18_inv-0042.svg>`__ , `link(83kb) <https://datro.xyz/static/library/consortium_finance/funding_sales8cc/latest/source/_static/custom/png/2021-10-18_inv-0042.png>`__
