**Annex ID**, **Description**, **PDF**, **SVG**, **PNG**
:ref:`QUO-04011`, Conference Quote, `link(34.3kb) <https://wayback.datro.xyz/2022-05-24_consortium_finance-funding_salesenv_quo-04011_en_v0-0-0.pdf>`__  , `link(54.6kb) <https://library.datro.xyz/consortium_finance/funding_salesenv/latest/build/html/en/_static/custom/img/2022-05-24_quo-04011_en_v0-0-0.svg>`__  , `link(96.3kb) <https://library.datro.xyz/consortium_finance/funding_salesenv/latest/build/html/en/_static/custom/img/2022-01-24_quo-04011_en_v0-0-0.png>`__  
