**Archive Date**, **Version**,  **Description**, **Download Link**
   2022-05-24   ,    0.0.0   ,     First Release, `2022-05-24_v0.0.0.pdf <https://wayback.datro.xyz/2022-05-24_consortium_finance-funding_salesenv_en_v0-0-0.pdf>`__ 
