Date,Details,Debit,Credit,Balance (GBP)
17-05-13,WIT Coin Purchase,,5000.00,5000.00
28-12-13,WIT Coin Interest (10% APR),,500.00,5500.00
28-12-14,WIT Coin Interest (10% APR),,550.00,6050.00
28-12-15,WIT Coin Interest (10% APR),,605.00,6655.00
28-12-16,WIT Coin Interest (10% APR),,665.50,7320.50
06-12-17,WIT Coin Purchase,,190.00,7510.50
28-12-18,WIT Coin Interest (10% APR),,804.06,8314.56
25-08-19,Interest to Date ....,,546.71,8861.27
