Date,Details,Debit,Credit,Balance (GBP)
22-10-18,Funds Deposited,,3.00,3.00
22-10-18,Funds Deposited,,650.00,653.00
19-11-18,Funds Deposited,,450.00,1103.00
28-12-18,Interest Accrued (10% APR),,16.79,1119.79
28-12-19,Interest Accrued (10% APR),,111.98,1231.77
08-05-21,Interest to Date ....,,167.72,1399.49
