Date,Details,Debit,Credit,Balance (GBP)
08-08-18,Funds Deposited,,500.00,500.00
15-08-18,Funds Deposited,,500.00,1000.00
03-09-18,Funds Deposited,,500.00,1500.00
14-09-18,Funds Deposited,,180.00,1680.00
28-12-18,Interest Accrued (10% APR),,59.01,1739.01
28-12-19,Interest Accrued (10% APR),,173.90,1912.92
08-05-21,Interest to Date ....,,260.47,2173.39
