**Archive Date**, **Version**,  **Description**, **Download Link**
2022-02-10      ,   0.0.0    ,  See Notes    , `2022-02-10_v0.0.0.pdf <https://wayback.datro.xyz/2022-02-10_consortium_finance-funding_salesfvr_en_v0.0.0.pdf>`__
