Date,Details,Debit,Credit,Balance (GBP)
22-10-18,Funds Deposited,,3.00,3.00
22-10-18,Funds Deposited,,650.00,653.00
19-11-18,Funds Deposited,,450.00,1103.00
28-12-18,Interest Accrued (1% APR),,1.68,1104.68
28-12-19,Interest Accrued (1% APR),,11.05,1115.73
28-12-20,Interest Accrued (1% APR),,11.19,1126.91
23-05-21,Interest to Date ....,,4.51,1131.42
