Date,Details,Debit,Credit,Balance (GBP)
11/8/18,WRT Coin Purchase,,400.00,400.00
19/11/18,WRT Coin Purchase,,50,450.00
30/11/18,WRT Coin Purchase,,350,800.00
23/12/18,WRT Coin Purchase,,100,900.00
