Date,Details,Debit,Credit,Balance (GBP)
28-12-12,Funds Deposited,,5000.00,5000.00
28-11-13,Funds Withdrawn,500,,4500.00
01-04-19,Interest Policy Begins,,,4500.00
01-04-20,Interest (16.6% APR),,749.05,5249.05
01-04-21,Interest (16.6% APR),,871.34,6120.39
08-04-21,Interest to Date ....,,19.48,6139.87
