Date,Details,Debit,Credit,Balance (GBP)
07-03-13,Funds Deposited,,5000.00,5000.00
01-04-19,Interest Policy Begins,,0.00,5000.00
01-04-20,Interest (16.6% APR),,832.27,5832.27
01-04-21,Interest (16.6% APR),,968.16,6800.43
08-04-21,Interest to Date ....,,21.65,6822.08
