**Archive Date**, **Version**,  **Description**, **Download Link**
2021/12/28, 0.0.0, see notes, `2021-12-27_v0.0.0.pdf <https://wayback.datro.xyz/2021-12-27_consortium_finance-funding_salesfvr_en_v0-0-0.pdf>`__
