Date,Details,Debit,Credit,Balance (GBP)
,Funds Deposited,,25000.00,25000.00
03-09-14,Funds Deposited,,2875.00,27875.00
17-11-14,Funds Deposited,,4000.00,31875.00
29-12-14,Funds Deposited,,5600.00,37475.00
01-04-19,Interest Policy Begins,,,37475.00
01-04-20,Interest (1.66% APR),,623.79,38098.79
01-04-21,Interest (1.66% APR),,632.44,38731.23
24-05-21,Interest to Date ....,,93.36,38824.59
