Date,Details,Debit,Credit,Balance (GBP)
02-01-13,Funds Deposited,,1500.00,1500.00
05-11-13,Funds Deposited,,3200.00,4700.00
23-12-13,Funds Deposited,,3000.00,7700.00
01-04-19,Interest Policy Begins,,,7700.00
01-04-20,Interest (16.6% APR),,1281.70,8981.70
01-04-21,Interest (16.6% APR),,1490.96,10472.66
09-05-21,Interest to Date ....,,180.99,10653.66
