Date,Details,Debit,Credit,Balance (GBP)
04-08-12,Funds Deposited,,2000.00,2000.00
01-04-19,Interest Policy Begins,,,2000.00
01-04-20,Interest (16.6% APR),,332.91,2332.91
01-04-21,Interest (16.6% APR),,387.26,2720.17
09-05-21,Interest to Date ....,,47.01,2767.18
