Date,Details,Debit,Credit,Balance (GBP)
30-12-13,Funds Deposited,,1000.00,1000.00
01-04-19,Interest Policy Begins,,,1000.00
01-04-20,Interest (1.66% APR),,16.65,1016.65
01-04-21,Interest (1.66% APR),,16.88,1033.52
24-05-21,Interest to Date ....,,2.49,1036.01
