Date,Details,Debit,Credit,Balance (GBP)
24-04-14,Funds Deposited,,500.00,500.00
01-04-19,Interest Policy Begins,,,500.00
01-04-20,Interest (16.6% APR),,83.23,583.23
01-04-21,Interest (16.6% APR),,96.82,680.04
06-05-21,Interest to Date ....,,10.82,690.87
