Date,Details,Debit,Credit,Balance (GBP)
21-12-12,Funds Deposited,,2000.00,2000.00
31-12-12,Funds Deposited,,6000.00,8000.00
01-04-19,Interest Policy Begins,,,8000.00
01-04-20,Interest (1.66% APR),,133.16,8133.16
01-04-21,Interest (1.66% APR),,135.01,8268.17
24-05-21,Interest to Date ....,,19.93,8288.10
