Date,Details,Debit,Credit,Balance (GBP)
02-01-13,Funds Deposited,,10000.00,10000.00
19-12-13,Funds Deposited,,5000.00,15000.00
01-04-19,Interest Policy Begins,,,15000.00
01-04-20,Interest (1.66% APR),,249.68,15249.68
01-04-21,Interest (1.66% APR),,253.14,15502.83
24-05-21,Interest to Date ....,,37.37,15540.20
