Date,Details,Debit,Credit,Balance (GBP)
16-01-19,WRT Coin Tranfer-In,,5000.00,5000.00
16-01-19,Deposit,,50.00,5050.00
16-02-19,Deposit,,50.00,5100.00
16-03-19,Deposit,,50.00,5150.00
16-04-19,Deposit,,50.00,5200.00
16-05-19,Deposit,,50.00,5250.00
16-06-19,Deposit,,50.00,5300.00
16-07-19,Deposit,,50.00,5350.00
16-08-19,Deposit,,50.00,5400.00
16-09-19,Deposit,,50.00,5450.00
16-10-19,Deposit,,50.00,5500.00
16-11-19,Deposit,,50.00,5550.00
16-12-19,Deposit,,50.00,5600.00
28-12-19,WIN (22.5% APR),,1132.83,6732.83
