Date,Details,Debit,Credit,Balance (GBP)
16-01-19,WRT Coin Tranfer-In,,74000.00,74000.00
16-01-19,Deposit,,50.00,74050.00
16-02-19,Deposit,,50.00,74100.00
16-03-19,Deposit,,50.00,74150.00
16-04-19,Deposit,,50.00,74200.00
16-05-19,Deposit,,50.00,74250.00
16-06-19,Deposit,,50.00,74300.00
16-07-19,Deposit,,50.00,74350.00
16-08-19,Deposit,,50.00,74400.00
16-09-19,Deposit,,50.00,74450.00
16-10-19,Deposit,,50.00,74500.00
16-11-19,Deposit,,50.00,74550.00
16-12-19,Deposit,,50.00,74600.00
28-12-19,WIN (22.5% APR),,15849.68,90449.68
