Date,Details,Debit,Credit,Balance (GBP)
16-01-19,WRT Coin Tranfer-In,,1748.54,1748.54
16-01-19,Deposit,,50.00,1798.54
16-02-19,Deposit,,50.00,1848.54
16-03-19,Deposit,,50.00,1898.54
16-04-19,Deposit,,50.00,1948.54
16-05-19,Deposit,,50.00,1998.54
16-06-19,Deposit,,50.00,2048.54
16-07-19,Deposit,,50.00,2098.54
16-08-19,Deposit,,50.00,2148.54
16-09-19,Deposit,,50.00,2198.54
16-10-19,Deposit,,50.00,2248.54
16-11-19,Deposit,,50.00,2298.54
16-12-19,Deposit,,50.00,2348.54
28-12-19,WIN (22.5% APR),,439.33,2787.87
