Date,Details,Debit,Credit,Balance (GBP)
22-10-18,WIT Coin Purchase,,3.00,3.00
22-10-18,WIT Coin Purchase,,650.00,653.00
19-11-18,WIT Coin Purchase,,450.00,1103.00
28-12-18,WIT Coin Interest (10% APR),,16.79,1119.79
20-01-19,Interest to Date ....,,7.06,1126.85
