Date,Details,Debit,Credit,Balance (GBP)
21-11-12,Funds Deposited,,300.00,300.00
01-04-19,Interest Policy Begins,,,300.00
01-04-20,Interest (1.66% APR),,4.99,304.99
01-04-21,Interest (1.66% APR),,5.06,310.06
25-05-21,Interest to Date ....,,0.76,310.82
