**Date**, **Version**, **Subject**, **Description**
2019-12-23, N/A, archive Docs, Links to AD in AD may break - see 0.0.4 release notes 
2016-09-22, 0.0.2, version incorrect, Says 0.0.0 on the document. Too late, it's published!
