**Archive Date**, **Version**,  **Description**, **Download Link**
06/03/2022, 0.0.9, Collaborative Effort on Google Docs,	`2022-03-06_v0-0-9.pdf <https://wayback.datro.xyz/2022-03-06_consortium_projects-mandate_evlweb3_en_v0-0-9.pdf>`__
