**Archive Date**, **Version**,  **Description**, **Download Link**
2022-03-10      ,   0.0.0    ,  See Notes    , `2022-01-27_v0-0-0.pdf <https://wayback.datro.xyz/2022-01-27_consortium_finance-funding_salesevl_en_v0-0-0.pdf>`__
